epoch,train_loss,val_loss,val_auc_roc,val_f1
1,0.32406580676229635,0.2354056998514212,0.9794088123415047,0.9244186046511628
2,0.1505542044736901,0.18139462846402937,0.9860127852916314,0.9411764705882353
3,0.12029848848374522,0.19435326251774454,0.9834768596787827,0.9352941176470588
4,0.11117295833418564,0.15263115220631546,0.9861976965342351,0.9376854599406528
5,0.08155332661556955,0.20757328481592524,0.9807163989856297,0.9173789173789174
6,0.07222262365097294,0.15301879429115126,0.9865014792899408,0.9404761904761905
7,0.07238227845530729,0.1773205202144499,0.9835296914623838,0.9384164222873901
8,0.05576997206603386,0.2203565983576342,0.9871486686390533,0.9080779944289693
9,0.06481319803706541,0.2195291106483917,0.9830013736263735,0.9019607843137255
10,0.05332250018338008,0.1699960007345698,0.9878090659340659,0.9257142857142857
11,0.04484480305346755,0.2450552219256329,0.9893147717666947,0.9180327868852459
12,0.03336736761545525,0.19255277814898783,0.9853523879966188,0.9248554913294798
13,0.04488214740187538,0.2652149499895481,0.9897110101437024,0.9046321525885559
14,0.03207862932634141,0.22515201446815178,0.9861184488588335,0.9204545454545454
15,0.03103164777668117,0.2991135655756807,0.9831862848689771,0.8975069252077562
16,0.022365898934516067,0.22578093307450986,0.9857486263736263,0.9257142857142857
17,0.0192636258196922,0.2620040338739412,0.9860788250211328,0.9257142857142857
18,0.025164444784144396,0.31325438660398786,0.9849825655114116,0.8846153846153846
19,0.011527659662533551,0.26908601248466696,0.9865411031276415,0.9252873563218391
20,0.01616441149250319,0.21588971369111767,0.9880468089602704,0.9415204678362573
21,0.013456921006448339,0.30149044866378133,0.9842429205409975,0.9121813031161473
22,0.008617156182239972,0.2883048568832097,0.9864618554522401,0.9005524861878453
23,0.007533417655302363,0.28004763247232545,0.9864618554522401,0.9025069637883009
24,0.016768937508162225,0.24580244825035782,0.9872015004226542,0.9257142857142857
25,0.012994098577444081,0.22282450980408333,0.9880996407438715,0.9449275362318841
26,0.009284288111785475,0.24092420830633132,0.9891562764158918,0.9401709401709402
27,0.0073384901914657664,0.26306038710138707,0.9883109678782754,0.9295774647887324
28,0.006171990359856567,0.2628145148398919,0.9876241546914624,0.9235127478753541
29,0.012032724204188099,0.26397874178543973,0.9869901732882501,0.9367816091954023
30,0.008340531528026949,0.2726063882896247,0.988231720202874,0.9291784702549575
31,0.004707072408452906,0.24405505728422072,0.9870958368554521,0.9340974212034384
32,0.004562559569960137,0.2416032387941064,0.9876505705832628,0.9421965317919075
33,0.0046032473371585125,0.2692293495850978,0.9877298182586645,0.9265536723163842
34,0.00497265737839352,0.28461424499535215,0.9877826500422654,0.9213483146067416
35,0.005435569986952849,0.2434792380529241,0.9881524725274725,0.9364161849710982
36,0.004861245873385366,0.32220757085661506,0.9885222950126795,0.9021739130434783
37,0.01204542537038369,0.2939476196279429,0.987914729501268,0.9243697478991597
38,0.003363753814780039,0.26474590322155006,0.9879675612848688,0.9340974212034384
39,0.007234077071634416,0.2860706829410796,0.9878354818258664,0.923943661971831
40,0.004936174341068812,0.2727008296049182,0.9877562341504649,0.9371428571428572
41,0.004662511027144857,0.27829482664030647,0.9878354818258664,0.9344729344729344
42,0.0042025720853119735,0.27396218053260013,0.9874392434488588,0.9340974212034384
43,0.007537466446406978,0.2855580027185519,0.9877562341504648,0.9136490250696379
