epoch,train_loss,val_loss,val_auc_roc,val_f1
1,23.145206276251344,7.622028699861122,0.9750696487619444,0.050505050505050504
2,4.243312122870464,0.30247683006410414,0.9771135470096597,0.9343832020997376
3,1.1681266598859612,0.3523931554375919,0.983648814018278,0.9433962264150944
4,0.4323537244594523,0.16128158340087304,0.9828156325669799,0.935064935064935
5,0.24198241106101445,0.13602104424857175,0.9873200197880595,0.9551451187335093
6,0.25939710156954066,0.1764737321780278,0.9843518108678105,0.9390862944162437
7,0.2306231035261738,0.18406453198538378,0.9782070976644882,0.9496021220159151
8,0.22705395302108053,0.22859763260930777,0.9705522430806884,0.9282051282051282
9,0.2111095428010639,0.3014295722286289,0.9834925924961595,0.8663594470046083
10,0.17082309867350423,0.14839124539867043,0.9843257739474576,0.9608355091383812
11,0.1585620942012388,0.14103719455978045,0.9817220819121514,0.9578947368421052
12,0.13867294484255266,0.14085579727991268,0.985835915327935,0.9526315789473684
13,0.12446674685545113,0.14242168720095202,0.9860181737704063,0.9578947368421052
14,0.11528884385693439,0.15525597432413354,0.9853151769208738,0.9551451187335093
15,0.13782128367611035,0.16202277976732987,0.9838831463014555,0.9551451187335093
16,0.11711347908998022,0.13677392642085368,0.9870856875048819,0.9549071618037135
17,0.1230494088044257,0.17607436587031072,0.9858359153279349,0.9553805774278216
18,0.1485209229725356,0.18963198790040153,0.9855755461244043,0.9549071618037135
19,0.09937408833992573,0.1517827182005231,0.9849506600359308,0.9526315789473684
20,0.10035837642202268,0.17957963414776784,0.9847684015934595,0.9526315789473684
21,0.11457994360505241,0.14915817986743954,0.9864087275757024,0.9526315789473684
22,0.08988291978341889,0.18536598457453343,0.985887989168641,0.9501312335958005
23,0.09897774514951269,0.16136685436448225,0.9846382169916942,0.9526315789473684
24,0.10176617739608093,0.18793988754399693,0.9860181737704065,0.9526315789473684
25,0.09430372815731229,0.16473695345652792,0.9858879891686412,0.9498680738786279
26,0.09708219579401978,0.19585911514989746,0.9858619522482881,0.9526315789473684
27,0.09740815290287898,0.19777574899713868,0.9851068815580493,0.9551451187335093
28,0.0977304336800221,0.17709048937719601,0.9840133309032209,0.9442970822281167
29,0.08627380726725928,0.18282160590975904,0.9856536568854636,0.9526315789473684
30,0.08349248363959547,0.193584251557835,0.9855495092040513,0.9470899470899471
31,0.08627842372872543,0.21316875052602532,0.9848465123545187,0.9498680738786279
32,0.0881405662441132,0.22161727402215967,0.984586143150988,0.9496021220159151
33,0.10890364432315418,0.21524491870345977,0.9851849923191085,0.9498680738786279
34,0.09541754319323037,0.1976930148039873,0.9854974353633452,0.9526315789473684
35,0.08972584769338826,0.20502887651001891,0.9848725492748718,0.9526315789473684
