epoch,train_loss,val_loss,val_auc_roc,val_f1
1,26.578510722335505,1.4642241599673211,0.9116161616161615,0.8480392156862745
2,6.061642756384999,2.2014264993965926,0.9571748411954597,0.8906666666666667
3,2.3392673042598084,0.9851936849835917,0.969892221180881,0.9246231155778895
4,1.0299836439460668,0.2586921867914498,0.979537644486098,0.9393939393939394
5,0.34731394069611415,0.19787546777381346,0.9785483703009475,0.9336609336609336
6,0.2447342143527099,0.18925637141085014,0.9846662501301676,0.9411764705882353
7,0.19753317652764368,0.18199956603348255,0.9835988753514526,0.9384615384615385
8,0.20099024026065457,0.18001930322498083,0.9825705508695199,0.9339853300733496
9,0.246402094862899,0.1839464764433125,0.9867879829220035,0.941747572815534
10,0.19368737225173688,0.21242700379270202,0.9859679266895761,0.9256594724220624
11,0.21080173329659263,0.19372429858440926,0.9882849109653233,0.9420654911838791
12,0.23136471576836645,0.13801202575604504,0.9876080391544309,0.9420654911838791
13,0.1924394578958044,0.20449541919879266,0.988245860668541,0.95
14,0.19826914445611135,0.20758401689286424,0.9887535145267105,0.9460154241645244
15,0.17747096939734658,0.12631955556571484,0.9895345204623555,0.949748743718593
16,0.17069615172792454,0.17347974844876893,0.9879985421222535,0.9414758269720102
17,0.19721940038155536,0.2565208858040233,0.9852910548786837,0.9414758269720102
18,0.2149056636975432,0.13140817717290842,0.9895605539935437,0.9444444444444444
19,0.20249128242840572,0.145978467601638,0.9888836821826512,0.9411764705882353
20,0.19105095556956164,0.13296772342605087,0.9887795480578985,0.9420654911838791
21,0.15891241647151053,0.14514894000827694,0.9889097157138395,0.9435897435897436
22,0.148344122728675,0.13893923115056867,0.9899770904925544,0.9438775510204082
23,0.1524631583193621,0.15649763609130438,0.9893783192752265,0.9468354430379747
24,0.14891781291107134,0.14395725051872432,0.9900031240237426,0.9441624365482234
25,0.14349511754223887,0.16080986252368,0.9901332916796833,0.9468354430379747
26,0.15800444587913096,0.12753122213941354,0.9900161407893366,0.9494949494949495
27,0.14189253000979674,0.14998565390795612,0.9906799958346351,0.9494949494949495
28,0.14719387064022676,0.15077829590210548,0.9906279287722587,0.949748743718593
29,0.1635870906163235,0.13028424405134642,0.9880245756534416,0.945
30,0.14029595873565698,0.14527827689352518,0.990367593460377,0.947103274559194
31,0.13707847737384085,0.15490261891570228,0.9895605539935437,0.9441624365482234
32,0.14758866008523167,0.18345387068424876,0.98961262105592,0.9387755102040817
33,0.16947490232046314,0.23748648196320013,0.9868009996875976,0.9402597402597402
34,0.140834848491513,0.14943210924796474,0.989456419868791,0.9473684210526315
35,0.11789716602949311,0.13067286569052017,0.9897688222430491,0.9521410579345088
36,0.1443898575119104,0.1186384441008648,0.9912787670519629,0.9473684210526315
37,0.11419260265229612,0.1318042014295665,0.9901853587420597,0.9504950495049505
38,0.12808716813415974,0.12513041351205453,0.9906279287722587,0.9547738693467337
39,0.12553994080089792,0.15252580758757317,0.9899250234301781,0.9468354430379747
40,0.13642820785278265,0.13509056351344603,0.9912006664583983,0.9518987341772152
41,0.12694623389718485,0.14642938383174345,0.9914089347079037,0.9458128078817734
42,0.13774019123853318,0.12852144454910347,0.9913438508799334,0.9494949494949495
43,0.11433140605650081,0.1605699711474769,0.9897948557742372,0.9462915601023018
44,0.12554106909819707,0.12978454890589303,0.9904196605227533,0.945273631840796
45,0.12137901408559813,0.13911390429935777,0.9896646881182963,0.9429280397022333
46,0.10871036603514637,0.12542062838418552,0.9911616161616161,0.9521410579345088
47,0.11569562909307377,0.1600799077087476,0.9892481516192856,0.949238578680203
48,0.11481528331725192,0.14125587475092077,0.9904456940539415,0.9547738693467337
49,0.11183291741133648,0.14517703629098833,0.9904196605227533,0.9476309226932669
50,0.10954601018290434,0.14957715118026288,0.9899510569613662,0.9521410579345088
51,0.11829790080735954,0.14292338895253265,0.9906279287722586,0.95
52,0.10274015310961677,0.14715316040830936,0.9884671456836405,0.9521410579345088
53,0.12138214806208805,0.1387104700283649,0.9904196605227533,0.9521410579345088
54,0.1025550021642667,0.1378978643042501,0.9902374258044361,0.9547738693467337
55,0.10122045952879007,0.13801437626198793,0.9899510569613662,0.9523809523809523
56,0.1029572680792106,0.14873836615319866,0.9897167551806727,0.9569620253164557
57,0.09625038427861446,0.13589199510170147,0.9905498281786941,0.9476309226932669
58,0.0952059078073053,0.14564489368170214,0.98989898989899,0.9595959595959596
59,0.09869846410821287,0.13192557267253646,0.9908882640841403,0.9547738693467337
60,0.09278493494802743,0.1329132748158792,0.9905758617098823,0.9547738693467337
61,0.092001910314287,0.1355781369090367,0.9903415599291887,0.9547738693467337
62,0.08424647774414293,0.13312242566070592,0.9904717275851297,0.9547738693467337
63,0.09217697252728502,0.13449202230773294,0.990055191086119,0.9547738693467337
64,0.09961783529344793,0.1359746782176304,0.9899770904925543,0.9547738693467337
65,0.10012529336262913,0.14038322760965316,0.9895865875247318,0.9571788413098237
66,0.10042336896746135,0.14303440212209423,0.9896646881182963,0.9571788413098237
67,0.08993634711760952,0.13815330831298175,0.9898469228366135,0.9547738693467337
68,0.0869994466359328,0.1398418549887048,0.9897688222430491,0.9547738693467337
69,0.09443665056296967,0.1420139561434133,0.9896386545871082,0.9547738693467337
70,0.09075650321295942,0.14237553231382313,0.9894043528064147,0.9547738693467337
71,0.09303722541769777,0.1450011969785779,0.989144017494533,0.9547738693467337
