epoch,train_loss,val_loss,val_auc_roc,val_f1
1,22.140013884524908,3.7688129901763694,0.9564711174618297,0.87
2,5.679882022799275,3.145388336252014,0.9691990156386441,0.8423772609819121
3,1.462607595081232,0.617246348124284,0.9607578523987192,0.919908466819222
4,0.7685876316866096,0.8449135014984327,0.9793337037919081,0.8938271604938272
5,0.3490557375991223,0.31350364378438544,0.9731946759810536,0.9380530973451328
6,0.2749145407305688,0.3916778618563862,0.975523272736895,0.9090909090909091
7,0.2550512883736163,0.5280919310529358,0.9787780159297187,0.910411622276029
8,0.22583260972584998,0.4166391446040227,0.9735915958826176,0.9134615384615384
9,0.2414975557856414,0.27959793506978226,0.9742531290518908,0.9281045751633987
10,0.2286926810534633,0.20658106297756043,0.9836733613823397,0.95
11,0.20571139251471174,0.3706047577926746,0.9755894260538224,0.9438202247191011
12,0.31277357821105695,0.2803481245556703,0.9789632452171152,0.9327146171693735
13,0.19678861723870647,0.2967129581106397,0.9723214521976131,0.9260869565217391
14,0.1969938760205191,0.27529076830698895,0.9757614246778333,0.9435665914221218
15,0.18148508392350407,0.3469862366238466,0.9784737106718532,0.9339622641509434
16,0.16655384574313553,0.3482262919155451,0.9760789605990845,0.9406392694063926
17,0.13795979978630737,0.31772911018477035,0.9738826704770978,0.9369369369369369
18,0.1403976464073877,0.4233789143080895,0.9753115821227277,0.9382151029748284
19,0.2052329262832598,0.3318672797714288,0.9757085020242915,0.9382151029748284
20,0.15886673832084147,0.38873874159673083,0.9759466539652298,0.9348837209302325
21,0.17009644451722197,0.34623244805977893,0.9694371675795825,0.9380530973451328
22,0.1471042253495175,0.37609313600338423,0.9770580296896086,0.9351851851851852
23,0.14840855601015596,0.35492009891626924,0.9757349633510625,0.9379310344827586
24,0.12970609894516516,0.3449531219039972,0.9738959011404832,0.9476082004555809
25,0.15792088978448693,0.3531812627155047,0.9688947103807785,0.9506726457399103
26,0.14855323634965686,0.370617162472067,0.9756555793707496,0.9422632794457275
27,0.13470099606000038,0.39601236191363287,0.9759731152920008,0.9345794392523364
28,0.1432132315346781,0.3398664625218281,0.9742795903786616,0.9430523917995444
29,0.1261937527214082,0.3377233845396684,0.9715673043846419,0.9430523917995444
30,0.12622968242171087,0.34820538193274003,0.9729962160302718,0.9430523917995444
31,0.12564601501145836,0.3507706530822011,0.9732079066444391,0.9430523917995444
32,0.12345957015736067,0.35532954786545956,0.9723082215342278,0.9454545454545454
33,0.13185375975444913,0.35836878601604927,0.974147283744807,0.9430523917995444
34,0.13801179689412213,0.40164588658640593,0.9752851207959568,0.9376443418013857
35,0.12263427310794288,0.3653896741139201,0.9712233071366198,0.9454545454545454
36,0.11820774555814509,0.36827254209380883,0.9718054563255801,0.9454545454545454
37,0.12542342236716947,0.39886204850000256,0.9737900558333995,0.9382151029748284
38,0.11725377310447548,0.38343193392770797,0.9716334577015692,0.9406392694063926
39,0.1135039828926781,0.3805207039157932,0.9704956206504193,0.9430523917995444
40,0.11866949383188419,0.37920470922612226,0.9690534783414041,0.9502262443438914
